Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
67571.0,-0.758468652663917,-0.0454102784513458,-0.168438290153528,-1.31327481447103,-1.9017625315847,0.739433414882114,3.07189204639003,-0.483422244220096,0.61820276215476,-1.7690597207318,-0.651414013964987,-0.0054232908009888,-0.517194341398293,0.217469760178719,0.883558824493356,-1.17397764863161,0.24334710955825,-0.342300728238465,0.68705620239513,-0.0324998988871344,0.0426194565214976,0.397223782011498,0.0722288654476503,-0.242275996603303,0.560916469624214,-0.540954584325348,0.150606446374032,-0.117140114799884,549.06
117961.0,2.16962069606004,-1.42237983955173,-1.44905253473197,-1.39804416367426,-1.12745064922386,-1.36624657390468,-0.473805925770147,-0.460926032587272,-1.52272733979823,1.57959229266445,-0.981340878029046,-0.896677331975965,0.0542853088046015,-0.0751809869146708,-0.458516609509523,-0.902914100257448,0.689761497627394,-0.472417683234462,0.0349141999836796,-0.308552564127297,-0.256686978508257,-0.428975045965982,0.175257336173441,0.015839913702209,-0.113232595342349,-0.247912116733546,-0.0353923430431297,-0.0460293777522974,98.0
145037.0,1.75735254706288,-0.829936262108742,-0.959428938164989,-0.342124177306942,0.385897919782891,1.77296784905305,-0.841965393001426,0.550936110038511,1.02430230508846,-0.155083958956741,0.963528932841566,1.1840032754322,0.466893436042064,0.149175594184494,1.15661969643647,-0.149221881422506,-0.344129581654335,-0.39948165916054,-0.804677494619669,-0.0664696397089286,0.329726131666745,1.00930246044528,0.112153762689268,-0.90184058672259,-0.364902976509364,0.164350619229672,0.0366983645649096,-0.0490558418176234,79.76
164405.0,2.01109305403832,-0.0183116770831884,-1.6439493341824,0.352122397569892,0.26510098573615,-0.614866917179899,-0.0461682235912996,0.0230234138250254,0.481388303032802,-0.167082547272017,1.04723407924408,-0.0017245932168214,-1.77766774673654,-0.288946551546106,-0.272083853725267,0.48287601414496,0.442354319426655,0.251634525057178,0.215168963625016,-0.269033604818745,-0.31563677340348,-0.916271007538869,0.377580796062398,0.563075993133663,-0.385038113728077,0.154118583359439,-0.0741999829172046,-0.0432299859208796,0.89
21786.0,-0.347050932271291,1.15431958999338,1.36213771512717,-0.027928013920327,0.429267821750604,-0.369982577229903,0.599293624890391,-0.101492173160126,0.924635687949978,-0.68424985145456,-0.175800860612904,-2.75202709095149,1.96961369055416,1.49599603774866,0.155022275315841,0.406221081650038,0.0257291095669324,0.175132208212477,0.12609456650158,0.0863213436365632,-0.43302521863491,-0.922697467038249,-0.120185481315913,-0.531400500983065,-0.100915218335975,0.0841859698831949,0.239138068960784,0.106251563902627,0.99
62933.0,1.24805071559851,-0.199679358075992,-0.439723172081309,-0.0273037201980528,-0.175548682873579,-0.843316701503045,0.198755642242899,-0.186376167584233,0.326648539381173,-0.0761918529651377,-1.32041186605084,-1.10274509835532,-1.69577855315459,0.717267834719536,1.12338885526652,0.380846789864643,-0.401927943358067,-0.116606417983485,0.400031580929292,-0.0449613698916789,-0.121985091606121,-0.55531293144673,-0.166693935798192,-0.432804401141914,0.454783450229168,1.06082945519872,-0.1262156491773,-0.0056636072074384,67.46
36849.0,0.96343024648242,-0.165338506813039,0.23979038637155,1.3667709823679,-0.56188014079948,-0.854947620354997,0.248674839506316,-0.179598870632718,0.123385014957804,0.0304193623814473,-0.592318748131099,-0.363090458658173,-0.944439620630824,0.560201016650496,1.06485413046271,0.216008927244048,-0.412023043106678,0.0835591804573967,-0.511317090174694,0.0779297887672089,0.143140105121675,0.0967819577246788,-0.221128760712421,0.363238126130774,0.588594861432305,-0.291675037698402,-0.0146881236105501,0.0441086170150106,144.0
101597.0,0.91311613528992,1.1453810871791,-4.60287793273505,2.09180337375362,-0.473223859280585,-2.0854358325571,-1.67124403232231,0.0943965856348779,0.337798765397573,-4.4318096317282,4.87197985976052,-5.39522117678937,1.33250215621937,-4.60379669207464,-0.77731354811867,-2.57189156103509,-3.00361530529652,-0.225441388417525,0.252273565031692,0.50898474829098,0.40141574109896,-0.0849334160429759,-0.197684434494785,-0.283271078982557,0.387597335722074,-0.553526986386025,0.516274456782261,0.270828187083758,147.87
139272.0,-1.03555021444047,0.630412545559276,-0.635697297031798,1.01388481506067,1.00428771063732,-0.498964625210003,0.956004855549816,0.319264182688648,-1.05486394756789,-0.106052941764141,0.0965799294341588,0.617111661593393,-0.219491354154046,1.03187388971814,-0.99255976130699,-0.759567141765054,-0.0246722316713204,0.352154405611022,1.16029367192258,0.323757816138224,0.284059757662433,0.629239776055456,-0.104868750212722,-0.455111466739895,0.0994126725062379,-0.374068669073427,0.291775429870154,0.0793861549781687,94.0
68207.0,-13.1926709562391,12.785970638298,-9.90665002092758,3.32033688288942,-4.80117593230105,5.76005855618556,-18.7508891580107,-37.3534426378925,-0.391539743919107,-5.05250236713858,4.40680552357904,-4.61075647740608,-1.90948796970811,-9.07271093398351,-0.226074450896345,-6.21155748212485,-6.24814535335983,-3.14924669470095,0.0515761185277783,-3.49304991519446,27.2028391573154,-8.88701714094871,5.30360690376998,-0.639434802306313,0.263203123457008,-0.108876929971315,1.26956635541013,0.939407362758877,1.0
